Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Clamming],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,Delay in Action: Flood Control,Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,Flood Mitigation Rate: High Marsh,Flood Mitigation Rate: Low Marsh,Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,Horizontal Growth Rate: Low Marsh,Human Mortality Rate,Human Population,Inundation Loss Rate: Low Marsh,Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,Low Marsh Erosion Rate: Fiddler Crabs,Low Marsh Erosion Rate: SLR,Low Marsh Growth: Fiddlers,Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,Policy Demand: Erosion Control,Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,Vertical Growth Rate: Low Marsh
145,2.901202503,0.018,0.187797892,49.11755282,6316.075706,49.11755282,27.01465405,48.43474296,34.02846941,365,14.97695699,365,365,28.65644982,8.828224912,0.0011,65.31289965,136.0816097,0.185451061,149.8551524,149.8640819,0.181710533,0.167755387,0.167755387,0,0.651672514,0.651672514,227.1783467,0,0,0.430710955,252000,34988.59027,0.004809178,0.029766265,8.51E-07,0.148459459,18.5,0.001630043,0.017775062,10.43321621,0.000208476,10071.31416,0.000972559,0.023300121,2.31351E-06,0,2.31351E-06,0.003493,51.59577527,2.95,149.8730268,9.1,148.0458844,0,0.16769961,0.181620105,2.95,148.0458857,0.65167252,2.099626495,1,0,0,0.55,45059.90443,0.430177292,0.000183973,2338.262726,3.060446713
145.25,2.901069087,0.018,0.187808452,49.11755282,6321.60143,49.11755282,27.01465405,48.47690331,34.03206964,365,14.98256779,365,365,28.66299576,8.83149788,0.0011,65.32599152,136.0933924,0.185475692,149.8596152,149.8685524,0.181703033,0.167748436,0.167748436,0,0.651672514,0.651672514,227.1783471,0,0,0.430691149,252000,34992.29207,0.004809178,0.029769414,8.51E-07,0.148459459,18.5,0.001630043,0.017776423,10.43380292,0.000208476,10080.0808,0.000972559,0.023320403,2.31351E-06,0,2.31351E-06,0.003493,51.64068716,2.95,149.877505,9.1,148.0458846,0,0.167692611,0.181612527,2.95,148.0458859,0.65167252,2.10145413,1,0,0,0.55,45072.37287,0.430157507,0.000183973,2338.155182,3.060446713
145.5,2.900935677,0.018,0.18781895,49.11755282,6327.127155,49.11755282,27.01465405,48.51906907,34.03567923,365,14.98818344,365,365,28.66954734,8.834773672,0.0011,65.33909469,136.1051852,0.185500176,149.8640819,149.8730268,0.181695527,0.167741479,0.167741479,0,0.651672514,0.651672514,227.1783474,0,0,0.430671342,252000,34996.00351,0.004809178,0.029772572,8.51E-07,0.148459459,18.5,0.001630043,0.017777776,10.43438611,0.000208476,10088.84857,0.000972559,0.023340688,2.31351E-06,0,2.31351E-06,0.003493,51.68560483,2.95,149.8819872,9.1,148.0458848,0,0.167685605,0.181604942,2.95,148.0458861,0.65167252,2.103281998,1,0,0,0.55,45084.85208,0.430137723,0.000183973,2338.047642,3.060446713
145.75,2.900802272,0.018,0.187829384,49.11755282,6332.65288,49.11755282,27.01465405,48.56124026,34.03929819,365,14.99380392,365,365,28.67610458,8.838052289,0.0011,65.35220916,136.1169882,0.185524516,149.8685524,149.877505,0.181688014,0.167734516,0.167734516,0,0.651672514,0.651672514,227.1783477,0,0,0.430651537,252000,34999.72458,0.004809178,0.029775738,8.51E-07,0.148459459,18.5,0.001630043,0.017779121,10.4349658,0.000208476,10097.61747,0.000972559,0.023360974,2.31351E-06,0,2.31351E-06,0.003493,51.73052827,2.95,149.8864731,9.1,148.045885,0,0.167678594,0.18159735,2.95,148.0458862,0.65167252,2.105110103,1,0,0,0.55,45097.34205,0.430117939,0.000183973,2337.940108,3.060446713
146,2.900668872,0.018,0.187839756,49.11755282,6338.178604,49.11755282,27.01465405,48.60341689,34.04292652,365,14.99942925,365,365,28.68266746,8.841333731,0.0011,65.36533493,136.1288014,0.185548711,149.8730268,149.8819872,0.181680495,0.167727547,0.167727547,0,0.651672514,0.651672514,227.178348,0,0,0.430631733,252000,35003.45529,0.004809178,0.029778911,8.51E-07,0.148459459,18.5,0.001630043,0.017780457,10.43554202,0.000208476,10106.3875,0.000972559,0.023381264,2.31351E-06,0,2.31351E-06,0.003493,51.7754575,2.95,149.890963,9.1,148.0458852,0,0.167671576,0.181589752,2.95,148.0458864,0.651672519,2.106938442,1,0,0,0.55,45109.84279,0.430098157,0.000183973,2337.832578,3.060446713
146.25,2.900535478,0.018,0.187850066,49.11755282,6343.704329,49.11755282,27.01465405,48.64559897,34.04656422,365,15.00505943,365,365,28.689236,8.844618,0.0011,65.378472,136.1406248,0.185572763,149.877505,149.8864731,0.181672969,0.167720572,0.167720572,0,0.651672514,0.651672514,227.1783483,0,0,0.430611929,252000,35007.19562,0.004809178,0.029782093,8.51E-07,0.148459459,18.5,0.001630043,0.017781786,10.43611478,0.000208476,10115.15866,0.000972559,0.023401556,2.31351E-06,0,2.31351E-06,0.003493,51.82039254,2.95,149.8954567,9.1,148.0458854,0,0.167664553,0.181582148,2.95,148.0458865,0.651672519,2.108767018,1,0,0,0.55,45122.35428,0.430078375,0.000183973,2337.725054,3.060446713
146.5,2.900402089,0.018,0.187860314,49.11755282,6349.230054,49.11755282,27.01465405,48.68778651,34.05021128,365,15.01069445,365,365,28.69581019,8.847905094,0.0011,65.39162038,136.1524583,0.185596671,149.8819872,149.890963,0.181665437,0.16771359,0.16771359,0,0.651672514,0.651672514,227.1783485,0,0,0.430592126,252000,35010.94559,0.004809178,0.029785284,8.51E-07,0.148459459,18.5,0.001630043,0.017783107,10.4366841,0.000208476,10123.93096,0.000972559,0.023421851,2.31351E-06,0,2.31351E-06,0.003493,51.8653334,2.95,149.8999543,9.1,148.0458856,0,0.167657523,0.181574537,2.95,148.0458867,0.651672519,2.110595831,1,0,0,0.55,45134.87655,0.430058594,0.000183973,2337.617534,3.060446713
146.75,2.900268706,0.018,0.1878705,49.11755282,6354.755778,49.11755282,27.01465405,48.72997952,34.05386771,365,15.01633431,365,365,28.70239003,8.851195014,0.0011,65.40478006,136.1643021,0.185620438,149.8864731,149.8954567,0.181657898,0.167706603,0.167706603,0,0.651672515,0.651672515,227.1783488,0,0,0.430572324,252000,35014.70519,0.004809178,0.029788482,8.51E-07,0.148459459,18.5,0.001630043,0.01778442,10.43725001,0.000208476,10132.70439,0.000972559,0.023442149,2.31351E-06,0,2.31351E-06,0.003493,51.91028008,2.95,149.9044557,9.1,148.0458858,0,0.167650488,0.181566919,2.95,148.0458868,0.651672519,2.112424881,1,0,0,0.55,45147.40958,0.430038814,0.000183973,2337.51002,3.060446713
147,2.900135329,0.018,0.187880626,49.11755282,6360.281503,49.11755282,27.01465405,48.77217802,34.0575335,365,15.02197902,365,365,28.70897552,8.854487762,0.0011,65.41795105,136.1761559,0.185644064,149.890963,149.8999543,0.181650352,0.16769961,0.16769961,0,0.651672515,0.651672515,227.1783491,0,0,0.430552523,252000,35018.47441,0.004809178,0.029791689,8.51E-07,0.148459459,18.5,0.001630043,0.017785725,10.43781253,0.000208476,10141.47897,0.000972559,0.023462449,2.31351E-06,0,2.31351E-06,0.003493,51.95523261,2.95,149.908961,9.1,148.045886,0,0.167643446,0.181559295,2.95,148.045887,0.651672519,2.114254169,1,0,0,0.55,45159.95338,0.430019036,0.000183973,2337.40251,3.060446713
147.25,2.900001957,0.018,0.18789069,49.11755282,6365.807228,49.11755282,27.01465405,48.81438201,34.06120866,365,15.02762858,365,365,28.71556667,8.857783336,0.0011,65.43113334,136.18802,0.185667549,149.8954567,149.9044557,0.1816428,0.167692611,0.167692611,0,0.651672515,0.651672515,227.1783493,0,0,0.430532723,252000,35022.25326,0.004809178,0.029794904,8.51E-07,0.148459459,18.5,0.001630043,0.017787022,10.43837167,0.000208476,10150.25469,0.000972559,0.023482751,2.31351E-06,0,2.31351E-06,0.003493,52.00019099,2.95,149.9134702,9.1,148.0458862,0,0.167636398,0.181551664,2.95,148.0458871,0.651672519,2.116083695,1,0,0,0.55,45172.50795,0.429999258,0.000183973,2337.295005,3.060446713
147.5,2.899868591,0.018,0.187900694,49.11755282,6371.332952,49.11755282,27.01465405,48.8565915,34.06489318,365,15.03328298,365,365,28.72216348,8.861081738,0.0011,65.44432695,136.1998943,0.185690895,149.8999543,149.908961,0.181635242,0.167685605,0.167685605,0,0.651672515,0.651672515,227.1783495,0,0,0.430512923,252000,35026.04174,0.004809178,0.029798127,8.51E-07,0.148459459,18.5,0.001630043,0.017788312,10.43892746,0.000208476,10159.03155,0.000972559,0.023503057,2.31351E-06,0,2.31351E-06,0.003493,52.04515523,2.95,149.9179833,9.1,148.0458863,0,0.167629344,0.181544027,2.95,148.0458872,0.651672519,2.117913459,1,0,0,0.55,45185.07329,0.429979481,0.000183973,2337.187505,3.060446713
147.75,2.89973523,0.018,0.187910638,49.11755282,6376.858677,49.11755282,27.01465405,48.89880652,34.06858706,365,15.03894223,365,365,28.72876594,8.864382968,0.0011,65.45753187,136.2117787,0.185714103,149.9044557,149.9134702,0.181627677,0.167678594,0.167678594,0,0.651672515,0.651672515,227.1783498,0,0,0.430493125,252000,35029.83984,0.004809178,0.029801358,8.51E-07,0.148459459,18.5,0.001630043,0.017789593,10.43947991,0.000208476,10167.80956,0.000972559,0.023523365,2.31351E-06,0,2.31351E-06,0.003493,52.09012536,2.95,149.9225002,9.1,148.0458865,0,0.167622284,0.181536383,2.95,148.0458874,0.651672519,2.119743463,1,0,0,0.55,45197.6494,0.429959704,0.000183973,2337.080011,3.060446713
148,2.899601875,0.018,0.187920523,49.11755282,6382.384402,49.11755282,27.01465405,48.94102706,34.0722903,365,15.04460633,365,365,28.73537405,8.867687026,0.0011,65.4707481,136.2236733,0.185737172,149.908961,149.9179833,0.181620105,0.167671576,0.167671576,0,0.651672515,0.651672515,227.17835,0,0,0.430473327,252000,35033.64757,0.004809178,0.029804597,8.51E-07,0.148459459,18.5,0.001630043,0.017790867,10.44002904,0.000208476,10176.58872,0.000972559,0.023543676,2.31351E-06,0,2.31351E-06,0.003493,52.13510137,2.95,149.927021,9.1,148.0458866,0,0.167615219,0.181528733,2.95,148.0458875,0.651672518,2.121573706,1,0,0,0.55,45210.23629,0.429939929,0.000183973,2336.972521,3.060446713
148.25,2.899468525,0.018,0.187930348,49.11755282,6387.910127,49.11755282,27.01465405,48.98325314,34.0760029,365,15.05027528,365,365,28.74198782,8.870993912,0.0011,65.48397565,136.2355781,0.185760104,149.9134702,149.9225002,0.181612527,0.167664553,0.167664553,0,0.651672515,0.651672515,227.1783502,0,0,0.43045353,252000,35037.46492,0.004809178,0.029807845,8.51E-07,0.148459459,18.5,0.001630043,0.017792134,10.44057488,0.000208476,10185.36903,0.000972559,0.023563989,2.31351E-06,0,2.31351E-06,0.003493,52.18008328,2.95,149.9315456,9.1,148.0458868,0,0.167608147,0.181521076,2.95,148.0458876,0.651672518,2.12340419,1,0,0,0.55,45222.83395,0.429920155,0.000183973,2336.865036,3.060446713
148.5,2.899335181,0.018,0.187940114,49.11755282,6393.435851,49.11755282,27.01465405,49.02548478,34.07972486,365,15.05594908,365,365,28.74860726,8.874303628,0.0011,65.49721451,136.2474931,0.1857829,149.9179833,149.927021,0.181604942,0.167657523,0.167657523,0,0.651672515,0.651672515,227.1783504,0,0,0.430433734,252000,35041.2919,0.004809178,0.029811101,8.51E-07,0.148459459,18.5,0.001630043,0.017793392,10.44111744,0.000208476,10194.1505,0.000972559,0.023584305,2.31351E-06,0,2.31351E-06,0.003493,52.22507111,2.95,149.9360742,9.1,148.0458869,0,0.167601069,0.181513412,2.95,148.0458877,0.651672518,2.125234914,1,0,0,0.55,45235.44239,0.429900381,0.000183973,2336.757556,3.060446713
148.75,2.899201843,0.018,0.187949821,49.11755282,6398.961576,49.11755282,27.01465405,49.06772198,34.08345617,365,15.06162772,365,365,28.75523235,8.877616173,0.0011,65.51046469,136.2594182,0.185805561,149.9225002,149.9315456,0.18159735,0.167650488,0.167650488,0,0.651672515,0.651672515,227.1783506,0,0,0.430413939,252000,35045.12849,0.004809178,0.029814365,8.51E-07,0.148459459,18.5,0.001630043,0.017794644,10.44165674,0.000208476,10202.93312,0.000972559,0.023604624,2.31351E-06,0,2.31351E-06,0.003493,52.27006487,2.95,149.9406066,9.1,148.0458871,0,0.167593984,0.181505742,2.95,148.0458878,0.651672518,2.12706588,1,0,0,0.55,45248.06161,0.429880609,0.000183973,2336.65008,3.060446713
149,2.899068511,0.018,0.187959471,49.11755282,6404.487301,49.11755282,27.01465405,49.10996475,34.08719684,365,15.06731122,365,365,28.76186309,8.880931547,0.0011,65.52372619,136.2713536,0.185828086,149.927021,149.9360742,0.181589752,0.167643446,0.167643446,0,0.651672515,0.651672515,227.1783508,0,0,0.430394144,252000,35048.97471,0.004809178,0.029817637,8.51E-07,0.148459459,18.5,0.001630043,0.017795887,10.44219281,0.000208476,10211.7169,0.000972559,0.023624945,2.31351E-06,0,2.31351E-06,0.003493,52.31506456,2.95,149.9451428,9.1,148.0458872,0,0.167586894,0.181498065,2.95,148.0458879,0.651672518,2.128897087,1,0,0,0.55,45260.69161,0.429860837,0.000183973,2336.54261,3.060446713
149.25,2.898935184,0.018,0.187969062,49.11755282,6410.013025,49.11755282,27.01465405,49.15221311,34.09094687,365,15.07299957,365,365,28.7684995,8.884249752,0.0011,65.53699901,136.2832991,0.185850478,149.9315456,149.9406066,0.181582148,0.167636398,0.167636398,0,0.651672515,0.651672515,227.178351,0,0,0.43037435,252000,35052.83054,0.004809178,0.029820917,8.51E-07,0.148459459,18.5,0.001630043,0.017797124,10.44272565,0.000208476,10220.50185,0.000972559,0.023645269,2.31351E-06,0,2.31351E-06,0.003493,52.36007021,2.95,149.949683,9.1,148.0458873,0,0.167579798,0.181490382,2.95,148.045888,0.651672518,2.130728536,1,0,0,0.55,45273.33239,0.429841067,0.000183973,2336.435145,3.060446713
149.5,2.898801863,0.018,0.187978595,49.11755282,6415.53875,49.11755282,27.01465405,49.19446706,34.09470625,365,15.07869278,365,365,28.77514157,8.887570787,0.0011,65.55028315,136.2952548,0.185872737,149.9360742,149.9451428,0.181574537,0.167629344,0.167629344,0,0.651672515,0.651672515,227.1783512,0,0,0.430354558,252000,35056.696,0.004809178,0.029824206,8.51E-07,0.148459459,18.5,0.001630043,0.017798352,10.4432553,0.000208476,10229.28795,0.000972559,0.023665596,2.31351E-06,0,2.31351E-06,0.003493,52.40508181,2.95,149.954227,9.1,148.0458874,0,0.167572696,0.181482692,2.95,148.0458881,0.651672518,2.132560228,1,0,0,0.55,45285.98395,0.429821297,0.000183973,2336.327685,3.060446713
149.75,2.898668548,0.018,0.187988072,49.11755282,6421.064475,49.11755282,27.01465405,49.23672663,34.09847499,365,15.08439083,365,365,28.78178931,8.890894653,0.0011,65.56357861,136.3072208,0.185894863,149.9406066,149.949683,0.181566919,0.167622284,0.167622284,0,0.651672515,0.651672515,227.1783513,0,0,0.430334766,252000,35060.57107,0.004809178,0.029827502,8.51E-07,0.148459459,18.5,0.001630043,0.017799574,10.44378176,0.000208476,10238.07523,0.000972559,0.023685925,2.31351E-06,0,2.31351E-06,0.003493,52.45009939,2.95,149.9587749,9.1,148.0458875,0,0.167565587,0.181474996,2.95,148.0458882,0.651672518,2.134392163,1,0,0,0.55,45298.6463,0.429801528,0.000183973,2336.22023,3.060446713
150,2.898535238,0.018,0.187997491,49.11755282,6426.590199,49.11755282,27.01465405,49.27899181,34.10225308,365,15.09009374,365,365,28.7884427,8.89422135,0.0011,65.5768854,136.3191969,0.185916858,149.9451428,149.954227,0.181559295,0.167615219,0.167615219,0,0.651672515,0.651672515,227.1783515,0,0,0.430314975,252000,35064.45576,0.004809178,0.029830807,8.51E-07,0.148459459,18.5,0.001630043,0.017800788,10.44430507,0.000208476,10246.86367,0.000972559,0.023706258,2.31351E-06,0,2.31351E-06,0.003493,52.49512296,2.95,149.9633267,9.1,148.0458877,0,0.167558473,0.181467293,2.95,148.0458883,0.651672518,2.136224341,1,0,0,0.55,45311.31943,0.42978176,0.000183973,2336.112779,3.060446713
150.25,2.898401935,0.018,0.188006854,49.11755282,6432.115924,49.11755282,27.01465405,49.32126263,34.10604052,365,15.09580151,365,365,28.79510176,8.897550879,0.0011,65.59020352,136.3311832,0.185938721,149.949683,149.9587749,0.181551664,0.167608147,0.167608147,0,0.651672515,0.651672515,227.1783516,0,0,0.430295185,252000,35068.35007,0.004809178,0.02983412,8.51E-07,0.148459459,18.5,0.001630043,0.017801995,10.44482522,0.000208476,10255.65328,0.000972559,0.023726592,2.31351E-06,0,2.31351E-06,0.003493,52.54015253,2.95,149.9678823,9.1,148.0458878,0,0.167551353,0.181459583,2.95,148.0458884,0.651672518,2.138056764,1,0,0,0.55,45324.00335,0.429761993,0.000183973,2336.005334,3.060446713
150.5,2.898268637,0.018,0.188016161,49.11755282,6437.641649,49.11755282,27.01465405,49.36353908,34.10983732,365,15.10151413,365,365,28.80176648,8.90088324,0.0011,65.60353296,136.3431797,0.185960455,149.954227,149.9633267,0.181544027,0.167601069,0.167601069,0,0.651672515,0.651672515,227.1783518,0,0,0.430275395,252000,35072.25399,0.004809178,0.029837441,8.51E-07,0.148459459,18.5,0.001630043,0.017803194,10.44534226,0.000208476,10264.44407,0.000972559,0.02374693,2.31351E-06,0,2.31351E-06,0.003493,52.58518811,2.95,149.9724418,9.1,148.0458879,0,0.167544226,0.181451867,2.95,148.0458885,0.651672518,2.139889432,1,0,0,0.55,45336.69806,0.429742227,0.000183973,2335.897893,3.060446713
150.75,2.898135345,0.018,0.188025411,49.11755282,6443.167373,49.11755282,27.01465405,49.4058212,34.11364346,365,15.1072316,365,365,28.80843687,8.904218433,0.0011,65.61687373,136.3551864,0.185982059,149.9587749,149.9678823,0.181536383,0.167593984,0.167593984,0,0.651672515,0.651672515,227.1783519,0,0,0.430255607,252000,35076.16752,0.004809178,0.029840771,8.51E-07,0.148459459,18.5,0.001630043,0.017804386,10.44585618,0.000208476,10273.23603,0.000972559,0.02376727,2.31351E-06,0,2.31351E-06,0.003493,52.63022971,2.95,149.9770052,9.1,148.045888,0,0.167537093,0.181444144,2.95,148.0458885,0.651672518,2.141722344,1,0,0,0.55,45349.40355,0.429722461,0.000183973,2335.790458,3.060446713
151,2.898002058,0.018,0.188034606,49.11755282,6448.693098,49.11755282,27.01465405,49.44810898,34.11745895,365,15.11295393,365,365,28.81511292,8.907556459,0.0011,65.63022583,136.3672033,0.186003535,149.9633267,149.9724418,0.181528733,0.167586894,0.167586894,0,0.651672515,0.651672515,227.1783521,0,0,0.430235819,252000,35080.09067,0.004809178,0.029844108,8.51E-07,0.148459459,18.5,0.001630043,0.017805571,10.44636702,0.000208476,10282.02917,0.000972559,0.023787613,2.31351E-06,0,2.31351E-06,0.003493,52.67527735,2.95,149.9815725,9.1,148.0458881,0,0.167529955,0.181436415,2.95,148.0458886,0.651672517,2.143555502,1,0,0,0.55,45362.11984,0.429702697,0.000183973,2335.683027,3.060446713
151.25,2.897868778,0.018,0.188043746,49.11755282,6454.218823,49.11755282,27.01465405,49.49040243,34.1212838,365,15.11868112,365,365,28.82179464,8.910897318,0.0011,65.64358927,136.3792303,0.186024883,149.9678823,149.9770052,0.181521076,0.167579798,0.167579798,0,0.651672515,0.651672515,227.1783522,0,0,0.430216032,252000,35084.02343,0.004809178,0.029847454,8.51E-07,0.148459459,18.5,0.001630043,0.01780675,10.44687479,0.000208476,10290.82349,0.000972559,0.023807959,2.31351E-06,0,2.31351E-06,0.003493,52.72033103,2.95,149.9861436,9.1,148.0458882,0,0.16752281,0.181428679,2.95,148.0458887,0.651672517,2.145388906,1,0,0,0.55,45374.84692,0.429682934,0.000183973,2335.575601,3.060446713
151.5,2.897735503,0.018,0.188052831,49.11755282,6459.744548,49.11755282,27.01465405,49.53270158,34.12511799,365,15.12441316,365,365,28.82848202,8.91424101,0.0011,65.65696404,136.3912676,0.186046103,149.9724418,149.9815725,0.181513412,0.167572696,0.167572696,0,0.651672515,0.651672515,227.1783523,0,0,0.430196246,252000,35087.9658,0.004809178,0.029850808,8.51E-07,0.148459459,18.5,0.001630043,0.01780792,10.44737951,0.000208476,10299.619,0.000972559,0.023828308,2.31351E-06,0,2.31351E-06,0.003493,52.76539078,2.95,149.9907187,9.1,148.0458882,0,0.167515659,0.181420936,2.95,148.0458887,0.651672517,2.147222557,1,0,0,0.55,45387.5848,0.429663171,0.000183973,2335.468181,3.060446713
151.75,2.897602234,0.018,0.188061861,49.11755282,6465.270272,49.11755282,27.01465405,49.57500642,34.12896152,365,15.13015006,365,365,28.83517507,8.917587536,0.0011,65.67035014,136.4033151,0.186067197,149.9770052,149.9861436,0.181505742,0.167565587,0.167565587,0,0.651672515,0.651672515,227.1783525,0,0,0.430176461,252000,35091.91778,0.004809178,0.02985417,8.51E-07,0.148459459,18.5,0.001630043,0.017809084,10.44788119,0.000208476,10308.41569,0.000972559,0.023848659,2.31351E-06,0,2.31351E-06,0.003493,52.81045659,2.95,149.9952975,9.1,148.0458883,0,0.167508502,0.181413187,2.95,148.0458888,0.651672517,2.149056455,1,0,0,0.55,45400.33347,0.429643409,0.000183973,2335.360765,3.060446713
152,2.897468971,0.018,0.188070837,49.11755282,6470.795997,49.11755282,27.01465405,49.61731698,34.1328144,365,15.13589182,365,365,28.84187379,8.920936897,0.0011,65.68374759,136.4153728,0.186088166,149.9815725,149.9907187,0.181498065,0.167558473,0.167558473,0,0.651672515,0.651672515,227.1783526,0,0,0.430156677,252000,35095.87938,0.004809178,0.02985754,8.51E-07,0.148459459,18.5,0.001630043,0.017810241,10.44837985,0.000208476,10317.21356,0.000972559,0.023869013,2.31351E-06,0,2.31351E-06,0.003493,52.85552849,2.95,149.9998803,9.1,148.0458884,0,0.167501339,0.181405432,2.95,148.0458889,0.651672517,2.1508906,1,0,0,0.55,45413.09294,0.429623649,0.000183973,2335.253354,3.060446713
152.25,2.897335714,0.018,0.188079759,49.11755282,6476.321722,49.11755282,27.01465405,49.65963325,34.13667663,365,15.14163844,365,365,28.84857818,8.924289092,0.0011,65.69715637,136.4274407,0.18610901,149.9861436,149.9952975,0.181490382,0.167551353,0.167551353,0,0.651672515,0.651672515,227.1783527,0,0,0.430136894,252000,35099.85058,0.004809178,0.029860919,8.51E-07,0.148459459,18.5,0.001630043,0.017811391,10.44887552,0.000208476,10326.01263,0.000972559,0.02388937,2.31351E-06,0,2.31351E-06,0.003493,52.90060649,2.95,150.004467,9.1,148.0458885,0,0.16749417,0.181397669,2.95,148.0458889,0.651672517,2.152724994,1,0,0,0.55,45425.86321,0.429603889,0.000183973,2335.145948,3.060446713
152.5,2.897202463,0.018,0.188088628,49.11755282,6481.847446,49.11755282,27.01465405,49.70195526,34.1405482,365,15.14738992,365,365,28.85528824,8.927644122,0.0011,65.71057649,136.4395188,0.186129729,149.9907187,149.9998803,0.181482692,0.167544226,0.167544226,0,0.651672515,0.651672515,227.1783528,0,0,0.430117112,252000,35103.83139,0.004809178,0.029864306,8.51E-07,0.148459459,18.5,0.001630043,0.017812534,10.44936821,0.000208476,10334.81289,0.000972559,0.023909729,2.31351E-06,0,2.31351E-06,0.003493,52.94569059,2.95,150.0090575,9.1,148.0458886,0,0.167486995,0.181389901,2.95,148.045889,0.651672517,2.154559636,1,0,0,0.55,45438.64427,0.42958413,0.000183973,2335.038547,3.060446713
152.75,2.897069218,0.018,0.188097443,49.11755282,6487.373171,49.11755282,27.01465405,49.74428302,34.14442912,365,15.15314626,365,365,28.86200397,8.931001987,0.0011,65.72400795,136.4516072,0.186150325,149.9952975,150.004467,0.181474996,0.167537093,0.167537093,0,0.651672515,0.651672515,227.1783529,0,0,0.43009733,252000,35107.8218,0.004809178,0.0298677,8.51E-07,0.148459459,18.5,0.001630043,0.01781367,10.44985793,0.000208476,10343.61434,0.000972559,0.023930092,2.31351E-06,0,2.31351E-06,0.003493,52.99078082,2.95,150.0136519,9.1,148.0458886,0,0.167479814,0.181382125,2.95,148.0458891,0.651672517,2.156394527,1,0,0,0.55,45451.43614,0.429564372,0.000183973,2334.931151,3.060446713
153,2.896935978,0.018,0.188106205,49.11755282,6492.898896,49.11755282,27.01465405,49.78661654,34.14831937,365,15.15890747,365,365,28.86872538,8.934362689,0.0011,65.73745075,136.4637057,0.186170798,149.9998803,150.0090575,0.181467293,0.167529955,0.167529955,0,0.651672515,0.651672515,227.178353,0,0,0.430077549,252000,35111.82182,0.004809178,0.029871103,8.51E-07,0.148459459,18.5,0.001630043,0.0178148,10.45034471,0.000208476,10352.41699,0.000972559,0.023950457,2.31351E-06,0,2.31351E-06,0.003493,53.03587717,2.95,150.0182502,9.1,148.0458887,0,0.167472627,0.181374343,2.95,148.0458891,0.651672517,2.158229668,1,0,0,0.55,45464.23881,0.429544615,0.000183973,2334.82376,3.060446713
153.25,2.896802745,0.018,0.188114914,49.11755282,6498.42462,49.11755282,27.01465405,49.82895582,34.15221897,365,15.16467353,365,365,28.87545245,8.937726226,0.0011,65.7509049,136.4758144,0.186191149,150.004467,150.0136519,0.181459583,0.16752281,0.16752281,0,0.651672515,0.651672515,227.1783531,0,0,0.43005777,252000,35115.83145,0.004809178,0.029874515,8.51E-07,0.148459459,18.5,0.001630043,0.017815922,10.45082856,0.000208476,10361.22084,0.000972559,0.023970824,2.31351E-06,0,2.31351E-06,0.003493,53.08097968,2.95,150.0228524,9.1,148.0458888,0,0.167465434,0.181366555,2.95,148.0458892,0.651672517,2.160065059,1,0,0,0.55,45477.05229,0.429524859,0.000183973,2334.716374,3.060446713
153.5,2.896669517,0.018,0.188123571,49.11755282,6503.950345,49.11755282,27.01465405,49.87130088,34.15612791,365,15.17044446,365,365,28.8821852,8.9410926,0.0011,65.7643704,136.4879334,0.186211379,150.0090575,150.0182502,0.181451867,0.167515659,0.167515659,0,0.651672515,0.651672515,227.1783532,0,0,0.430037991,252000,35119.85068,0.004809178,0.029877934,8.51E-07,0.148459459,18.5,0.001630043,0.017817038,10.45130951,0.000208476,10370.02589,0.000972559,0.023991195,2.31351E-06,0,2.31351E-06,0.003493,53.12608833,2.95,150.0274584,9.1,148.0458889,0,0.167458234,0.181358759,2.95,148.0458892,0.651672517,2.1619007,1,0,0,0.55,45489.87657,0.429505104,0.000183973,2334.608993,3.060446713
